Address;Title;Description;Rooms;Living Space (sqm);Price;Nearest Station Distance (m);Station Canton
Brütschenbächliweg 6, 5722 Gränichen;3.5 Zimmer Parterrewohnung im EFH Quartier;Wir bieten naturnahes Wohnen mit hoher Wohnqualität im kleinem Mehrfamilienhaus.Die Liegenschaft ist als Kombination von Massivbau und Holzbau konzipiert und zeichnet sich unter anderem durch Folgendes aus: • Grundwasserwärmepumpe (inkl. Kühlfunktion im Sommer) • Photovoltaikanlage • Natürliche Materialien (Dämmung mit Steinwolle für ein optimales Wohnklima) • Umgeben von Landwirtschaftsflächen mit Aussicht auf die umliegende Hügellandschaft • in Gehdistanz zur Haltestelle der Regionalbahn (15 Minutentakt nach Aarau) • Sehr hoher Ausbaustandard den Sie weitestgehend selber gestalten können • Vorbereitung für Smart Home (KNX Ready) • Vorbereitete Ladeinfrastruktur für Elektrofahrzeuge (inkl. Fahrräder) Dies sind nur einige der Highlights, welche wir anbieten. Gerne können Sie unverbindlich mit uns Kontakt aufnehmen und wir zeigen Ihnen einige Details im persönlichen Gespräch.Baustart ist für Ende 2023 vorgesehen (Bezug Frühjahr 2025). Detailänderungen gegenüber dem Exposé bleiben vorbehalten.Noch verfügbar sind zwei 3.5 Zimmer - (Parterre und 1. OG) und eine 3.5 Zimmer-Parterre Wohnung.Einstellplätze mit Vorbereitung für eine Wallbox sind für CHF 35'000 verfügbar. Zusätzlich gibt es die Möglichkeit einen Parkplatz für Motorräder zu CHF 10'000 zu erwerben.;3.5;150.0;1197840.0;5491.0;Aargau
6363 Stansstad;Einzigartige Wohnung in traumhafter Lage;"An malerischer Lage in Obbürgen, auf der romantischen Hochebene des Bürgenstocks, entstehen derzeit einzigartige Wohnungen der «Überbauung Widen», die mit einem grosszügigen Grundriss, hochwertiger Materialisierung, Liebe zum Detail und einem charmanten Wohnambiente begeistern. Gestalten Sie Ihr persönliches Refugium der Ruhe in ihrer liebevoll gestalteten 3.5 Zimmer Wohnung im 1. OG, mit grosszügigen 150 m² Wohnfläche. Auf dem rund 20 m2 gedeckten Balkon in südwestlicher Ausrichtung bestaunen Sie alle Facetten, mit der uns die Schweizer Natur ins Staunen versetzt! Egal ob schneebedeck, verträumt, herbstlich romantisch, oder bei strahlend blauem Himmel und Sonnenschein – hier geniessen Sie worauf es ankommt: jede Jahreszeit und jeden Tag, den das Leben zu bieten hat!Highlights • Steuergünstige und sonnenverwöhnte Wohnlage • Minergiebauweise mit Photovoltaikanlage • Hochwertige Materialisierung • Hervorragende Anbindung • Fantastische Ausflugsmöglichkeiten und kulinarische Angebote in direkter Nähe Weitere Informationen zu diesem einzigartigen Objekt sowie eine Übersicht der schönsten Immobilien der Zentralschweiz finden Sie auf unserer Webseite unter www.domba.ch. Bestellen Sie jetzt die ausführliche Dokumentation zum Wohntraum ""Einzigartige Wohnung in traumhafter Lage"" oder kontaktieren Sie uns unverbindlich für einen Besichtigungstermin. Dieses Objekt können Sie per Videoanruf besichtigen. Frau Caroline Duboc freut sich, Sie auf Ihrem Weg zum eigenen Wohntraum zu unterstützen!Unser Bader Team ist jederzeit via Telefon, WhatsApp, FaceTime und E-Mail gerne für Sie da.Caroline Duboc+41 41 418 08 95+41 79 418 95 95info@domba.ch";3.5;150.0;1790250.0;5009.0;Nidwalden
1911 Ovronnaz;Attique sous les combles, vue à côté des bains;Vente en résidence secondaire et aux étrangers possibleNouvelle promotion de 18 appartements à côté de toutes les commodités de la station : arrêt de bus et navette pour les remontées mécanique droit à côté, bains thermaux à 5 min, tout ceci à 15 min de la plaine et entrée-sortie d'autoroute.Orientation plein sud et vue complètement dégagée et imprenable depuis n'importe quels des superbes appartements qui composent ce projet.Caractéristiques :- Vue dégagée et imprenable plein sud- Très ensoleillé- Balcon de 24 m2- 2ème balcon chambre- Chauffage au sol chaudière à pellets- Ascenseur- Emplacement pour colonne de lavage- Parking en sous-sol- Rampe chauffante- Emplacement colonne de lavage : demandez notre offre client Berra partenariat avec Schulthess- Cave- Vente en résidence secondaire et aux étrangers autorisée- Finitions au choix de l'acquéreurCet appartement se compose comme suit :- Hall d'entrée, armoire- 2 salles de bain - WC séparé- 3 chambres- Séjour avec baies vitrées donnant sur la terrasse- Cuisine ouverte sur séjour- Réduit- 3 places intérieures comprise dans le prix (32'000.- /place)Environnement- central, village- Montagnes- Proche toutes commodités : bus, ski, navette, bainsPlaquette de vente sur demandeN'hésitez pas à nous demander pour une visite sur place !*** RETROUVEZ TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH***;3.5;160.0;1081960.0;9765.0;Wallis
Grand Champsec, 1950 Sion;Lot H-102 - Appartement de 3.5 pièces au 1er étage;"Fitness, sauna, salle de jeux et de réunion, potagers et plus encore...L'écoquartier « Greenparc » se situe dans le quartier de Champsec à Sion, à proximité de toutes les commodités et des transports publics.Ecrin de verdure intégré au tissu urbain, il offre des espaces de vie de haute qualité avec, notamment, des surfaces commerciales et des surfaces communes intérieures ou extérieures dédiées à votre bien-être.Il est composé de 8 immeubles à haute efficience énergétique et à l'architecture épurée. Totalisant 191 appartements allant du studio au 4.5 pièces, spacieux et confortables, vous y trouverez certainement votre futur cocon !La liste des appartements disponibles peut être consultée sur www.greenparc.immo.***Le lot H-102 est un appartement de 3.5 pièces de 63 m2 au1er étage, avec un balcon de 13 m2 distribué comme suit :. hall d'entrée. cuisine ouverte sur le séjour donnant accès au balcon. une salle de bain avec baignoire et WC séparé. une chambre à coucher. une armoire avec colonne de lavage intégréeEn annexe : Place(s) de parking intérieure(s) prédéfinie(s) (en sus du prix) ; numéro(s), emplacement(s) et dimension(s) à consulter auprès de notre agence.";3.5;47.0;580690.0;2361.0;Valais
6600 Locarno;2.5 locali con con grande giardino a Locarno;2.5 locali con grande giardino a Locarno, in una residenza di nuova costruzione che sorge a lungo la strada principale che dal centro storico porta in Valle Maggia.Situato al piano terra, l’immobile è internamente così suddiviso: ingresso, ampio soggiorno con cucina a vista con penisola, lavanderia, disimpegno, camera matrimoniale con bagno privato, seconda camera e bagno. Lo spazio si estende ulteriorimente grazie ad una terrazza accessibile dalla zona giorno e al giardino privato che circonda l’abitazione. Le finiture previste includono pavimenti in gres o parquet, serramenti in alluminio a taglio termico con tripli vetri ed oscuramento con lamelle a pacchetto elettriche. Predisposizione per tende solari. Cucina arredata con elettrodomestici di ultima generazione. Possibilità di personalizzazione della scelta dei materiali e delle finiture.Completano la proprietà 1 cantina inclusa nel prezzo e 1 posto auto in autorimessa a 50.000 CHF.Questa unità abitativa fa parte della Residenza V3V6, un nuovo edificio dal carattere moderno ed elegante composto da 23 appartamenti suddivisi su 7 livelli.Nelle vicinanze sono presenti tutti i principali servizi, supermercati e mezzi di trasporto pubblico. Il centro storico di Locarno è raggiungibile in pochi minuti a piedi. Lo svincolo autostradale dista circa 2 minuti in auto. MISUREAppartamento: 87 mqTerrazza: 23 mqGiardino: 250 mqSuperficie commerciale: 140.18 mqRif.: V3V6-PPP1;2.5;140.0;989650.0;373.0;Tessin
Grand Champsec, 1950 Sion;Lot F-001 - Appartement de 2.5 pièces au Rez;"Fitness, sauna, salle de jeux et de réunion, potagers et plus encore...L'écoquartier « Greenparc » se situe dans le quartier de Champsec à Sion, à proximité de toutes les commodités et des transports publics.Ecrin de verdure intégré au tissu urbain, il offre des espaces de vie de haute qualité avec, notamment, des surfaces commerciales et des surfaces communes intérieures ou extérieures dédiées à votre bien-être.Il est composé de 8 immeubles à haute efficience énergétique et à l'architecture épurée. Totalisant 191 appartements allant du studio au 4.5 pièces, spacieux et confortables, vous y trouverez certainement votre futur cocon !La liste des appartements disponibles peut être consultée sur www.greenparc.immo.***Le lot F-001 est un appartement de 2.5 pièces de 90 m2 au Rez de chaussée, avec une terrasse de 65 m2 et un jardin de 109 m2.Il est distribué comme suit :. hall d'entrée. cuisine ouverte sur le séjour donnant accès à la terrasse et au jardin. deux chambres à coucher donnant accès à la terrasse et au jardin, avec leurs salles de bain attenantes. un WC invités. une armoire avec colonne de lavage intégréeEn annexe : Place(s) de parking intérieure(s) prédéfinie(s) (en sus du prix) ; numéro(s), emplacement(s) et dimension(s) à consulter auprès de notre agence.";2.5;150.0;795520.0;2361.0;Valais
Hangstrasse, 3044 Innerberg;Ueberbauung Panorama;;4.5;210.0;1861860.0;12827.0;Bern
Chilefeld 3, 6253 Uffikon;"3.5 Zimmer-Attika-Wohnung | Neubauprojekt ""Sunny""";;3.5;270.0;1848840.0;3620.0;Kanton Luzern
1958 Uvrier;3.5 pièces au 1er étage ¨;Nouvelle promotion à Uvrier de 10 petits immeubles de 3 étages pour un total de 165 appartements allant du studio au 6 pièces dont 30 attiques.Belle situation sur la Rive droite à la Route d'Italie à moins de 500 m du centre commercial de la Coop, du centre scolaire et à 3 min en voiture de la ville de Sion.Avec une architecture contemporaine épurée et une orientation Sud-Ouest pour la plupart des appartements, cette promotion inspire la joie de vivre, d'où son nom « Alegria » !B1-59: 3.5 piècesBalcon : 21 m2Surface de vente : 140 m2Distribution :- 1 Hall d'entrée avec armoire- 1 Chambre avec salle de bain privative avec douche- 2 Chambres- 1 Salle de bain avec baignoire- 1 Cuisine équipée ouverte sur l'espace à manger/salon- 1 balcon de 21 m2- 1 Cave (C49)PARKING :***Plus de places extérieures disponibles pour cette promotion***9 Places de parc pour moto à CHF 8'000.- en sus2 places de parc (CHF 35'000 pièce en sus et obligatoire)COMMODITÉS :- Centre commercial de la Coop à 150 m- Arrêt de bus à 150 m- Gare CFF à 1 km- Centre scolaire à 1 km- Autoroute à 3.5 km- Centre-ville de Sion à 5 kmDisponible en 2024 !Chez nous la curiosité est un joli défaut ! Alors appelle-nous pour plus d'informations ou une visite !Contact : Cyril 079 464 11 35***Tous les lots disponibles sur www.berra-immobilier.ch***;3.5;140.0;768180.0;5564.0;Valais
Hauptstrasse 143, 3286 Muntelier;Grosszügige 3.5 Zimmer-Luxuswohnungen an Top Lage!;;3.5;170.0;1458240.0;279.0;Freiburg
Rue de Corcelles 12, 2034 Peseux;Appartements de 2.5 pièces 57m2 + 27m2 de balcon;;2.5;57.0;1067640.0;681.0;Neuchâtel
6943 Vezia;2.5 locali con giardino privato in residenza di nuova costruzione;2.5 locali di nuova costruzione con giardino privato a Vezia, in una residenza con parco giochi e area svago condominiale.Situato al piano terra dell’edificio A della Residenza ai Cedri, l’appartamento si compone di: ingresso, ampio e luminoso salone con cucina a vista e accesso alla terrazza abitabile e al giardino, disimpegno, camera matrimoniale, seconda camera e bagno con predisposizione per colonna lavatrice/asciugatrice. Le due camere condividono l’accesso ad una seconda porzione di giardino.I materiali che verranno impiegati sono all’avanguardia e le finiture moderne. I pavimenti sono previsti in grès porcellanato per la zona giorno ed il bagno, e parquet nella zona notte, i serramenti in PVC con tripli vetri e frangisole a comando elettrico. La cucina sarà equipaggiata con elettrodomestici di ultima generazione.1 cantina inclusa nel prezzo e 2 posti auto in autorimessa a 50.000 CHF ognuno.La Residenza ai Cedri è un nuovo progetto che si compone di 2 edifici separati da un’area verde comune con parco giochi per bambini e area svago condominiale.La consegna è prevista entro la primavera 2024.MISUREAppartamento: 81.98 mqTerrazzo: 20.05 mqGiardino: 94.05 mqSuperficie commerciale: 130.41 mqRif.: CED-PPP2Nello stesso complesso residenziale sono disponibili altre unità abitative di tipologie differenti.;2.5;130.0;1054620.0;4959.0;Tessin
1987 Hérémence;Appt 03 - Vivez la montagne autrement à Dixence Resort !;;3.5;170.0;1926960.0;11237.0;Valais
Via Chiossascio, 6594 Contone;Appartamento 3.5 locali al secondo piano;;3.5;140.0;820260.0;7424.0;Tessin
6900 Lugano;New Family Penthouse in the central part of Lugano;;4.5;360.0;2799300.0;2501.0;Tessin
8045 Zürich;Hillview-Park: 3.5-Zimmer-Attika-Wohnung 3. OG Rechts;"Nur 15 Minuten von der Stadt Zürich entfernt:Die 140 m2 grosse, 3.5-Zimmer-Attikawohnung überzeugt unter anderem mit Komfort und Eleganz auf höchstem Niveau. Die Galerie der Wohnung lässt keine Wünsche offen, ob als gemütlicher Rückzugsort, als Arbeitsbereich oder als beeindruckende Präsentationsfläche für Kunstwerke. Sie ist ein echtes Highlight und bietet Ihnen einen Mehrwert, den Sie so schnell nicht wiederfinden werden. Das Panoramafenster im Wohnbereich, angrenzend zur 14 m2 grossen, überdachten Loggia, bietet Ihnen ein einzigartiges Wohngefühl mit sensationeller Weitsicht in Richtung Reusstal, Lindenberg und in die Alpen. Perfekt für Liebhaber von Stil, Privatsphäre und Ruhe.Die Gartenanlage des ""Hillview-Park"" präsentiert sichals Ort der Ruhe und Begegnung. Der naturierte Schwimmteich steht den Eigentümern exklusiv zur Verfügung.Die lichtverwöhnten Eigentumswohnungen im ""Hillview-Park"" präsentieren weite Wohn- /Essbereiche mit offenenDesignerküchen und einen ausgewählten Innenausbau.Hier wurde weder an Quadratmetern noch an Ausbaubudgetgespart. Master-Schlafzimmer mit luxuriösen En-Suite-Badezimmern, Zweit- und auf Wunsch Drittbäder,elegante Einbauschränke und Réduits mit Waschtürmenund viel Stauraum zeugen von umfassender Grosszügigkeit.Die französischen Balkone wirken edel und lassendas Licht weit in die Räume fluten. Hochwertige Böden,ein ausgewähltes und zugleich funktionales Innendesign,das Free Cooling zur energiesparenden Bodenkühlungim Sommer, die barrierefreie Bauweise und der exklusiveAusbaustandard genügen höchsten Ansprüchen. Zur automatischen Vernetzung Ihrer Geräte sorgtauf Wunsch für ein noch bequemeres Wohnerlebnis.Die vorgesehenen hohen Budgetbeträge für Ausbau undMaterialien von Böden, Bädern und Küchen erlauben dasUmsetzen von exklusiven Ideen für das Innendesign. Beieinem frühzeitigen Kaufentscheid können zudem individuelleAnpassungswünsche bei der Grundrissgestaltungberücksichtigt werden.Die Garagenplätzesind im Kaufpreis nicht inbegriffen, pro Einheit stehenmindestens zwei Garagenplätze zum Kauf. Hier gelangen Sie zu den Preisen und weiteren Informationen zu Hillview-Park:https://hillview-park.ch/projekt/Wir freuen uns darauf, Ihnen dieses einzigartige Projekt persönlich zu präsentieren.";3.5;140.0;2551920.0;2579.0;Zürich
